id,domain,intent,gloss_sequence,vietnamese_sentence,complexity,source,split
31421,generated_health,time_symptom,ngay ban bi met,Ngày bạn bị mệt.,medium,synthetic_template_v4,test
31422,complex_health,symptom_need,me bi dau_tay nen can goi_y_ta,Mẹ bị đau tay nên cần gọi y tá.,complex,synthetic_template_v4,test
31423,generated_mix,time_activity,buoi_sang ba dang lam_viec,Buổi sáng bà đang làm việc.,medium,synthetic_template_v4,test
31424,quantity,want_quantity,em muon mot_tram nuoc_cam,Em muốn một trăm nước cam.,medium,synthetic_template_v4,test
31425,location,go_to_place,ban di phong_ngu,Bạn đi phòng ngủ.,simple,synthetic_template_v4,test
31426,generated_health,time_symptom,buoi_sang co_giao bi ho,Buổi sáng cô giáo bị ho.,medium,synthetic_template_v4,test
31427,generated_health,time_symptom,ngay_mai anh bi sot,Ngày mai anh bị sốt.,medium,synthetic_template_v4,test
31428,generated_health,time_symptom,buoi_sang chi bi dau_tay,Buổi sáng chị bị đau tay.,medium,synthetic_template_v4,test
31429,generated_mix,time_activity,buoi_trua chung_toi dang tam,Buổi trưa chúng tôi đang tắm.,medium,synthetic_template_v4,test
31430,generated_mix,time_activity,thu_tu con_trai dang doc_sach,Thứ tư con trai đang đọc sách.,medium,synthetic_template_v4,test
31431,generated_health,time_symptom,mua_he me bi met,Mùa hè mẹ bị mệt.,medium,synthetic_template_v4,test
31432,generated_mix,time_activity,buoi_chieu co_giao dang lam_viec,Buổi chiều cô giáo đang làm việc.,medium,synthetic_template_v4,test
31433,location,at_place,bo o ban,Bố ở bàn.,simple,synthetic_template_v4,test
31434,generated_health,time_symptom,hom_qua em bi chong_mat,Hôm qua em bị chóng mặt.,medium,synthetic_template_v4,test
31435,generated_health,time_symptom,thang ong bi ho,Tháng ông bị ho.,medium,synthetic_template_v4,test
31436,complex_health,symptom_need,ong bi dau_tay nen can giup_do,Ông bị đau tay nên cần giúp đỡ.,complex,synthetic_template_v4,test
31437,complex_need,want_food_place,toi muon bun o phong_kham,Tôi muốn bún ở phòng khám.,complex,synthetic_template_v4,test
31438,generated_mix,time_activity,thu_ba benh_nhan dang di_bo,Thứ ba bệnh nhân đang đi bộ.,medium,synthetic_template_v4,test
31439,object_action,want_object,ba muon tivi,Bà muốn ti vi.,simple,synthetic_template_v4,test
31440,generated_mix,time_activity,chu_nhat chung_toi dang viet,Chủ nhật chúng tôi đang viết.,medium,synthetic_template_v4,test
31441,time_activity,time_doing,buoi_trua bo an,Buổi trưa bố ăn.,medium,synthetic_template_v4,test
31442,weather,weather_statement,thu_hai kho_rao,Thứ hai khô ráo.,simple,synthetic_template_v4,test
31443,quantity,need_quantity,em can nam sach,Em cần năm sách.,medium,synthetic_template_v4,test
31444,daily_activity,doing,toi dang chay,Tôi đang chạy.,simple,synthetic_template_v4,test
31445,generated_mix,want_need_like,thay_giao muon nuoc,Thầy giáo muốn nước.,simple,synthetic_template_v4,test
31446,generated_mix,time_activity,thu_tu ban dang giat_do,Thứ tư bạn đang giặt đồ.,medium,synthetic_template_v4,test
31447,confirmation,already_done,chi da nghe,Chị đã nghe.,simple,synthetic_template_v4,test
31448,generated_mix,time_activity,thu_nam me dang noi,Thứ năm mẹ đang nói.,medium,synthetic_template_v4,test
31449,generated_health,time_symptom,toi_nay nguoi_khiem_thinh bi kho_tho,Tối nay người khiếm thính bị khó thở.,medium,synthetic_template_v4,test
31450,generated_health,time_symptom,thu_nam ban bi dau_hong,Thứ năm bạn bị đau họng.,medium,synthetic_template_v4,test
31451,generated_mix,time_activity,hom_nay em dang an,Hôm nay em đang ăn.,medium,synthetic_template_v4,test
31452,generated_mix,place,con_trai o nha_ga,Con trai ở nhà ga.,simple,synthetic_template_v4,test
31453,generated_health,time_symptom,mua_dong ba bi dau_bung,Mùa đông bà bị đau bụng.,medium,synthetic_template_v4,test
31454,generated_mix,time_activity,bay_gio ban dang mua_sam,Bây giờ bạn đang mua sắm.,medium,synthetic_template_v4,test
31455,generated_health,time_symptom,toi_nay em bi dau_tay,Tối nay em bị đau tay.,medium,synthetic_template_v4,test
31456,description,object_adj,dien_thoai ban,Điện thoại bẩn.,simple,synthetic_template_v4,test
31457,time_activity,time_doing,mua_dong ba nghi,Mùa đông bà nghỉ.,medium,synthetic_template_v4,test
31458,generated_health,time_symptom,mua_he ba bi chong_mat,Mùa hè bà bị chóng mặt.,medium,synthetic_template_v4,test
31459,generated_health,time_symptom,thu_tu ban bi dau_chan,Thứ tư bạn bị đau chân.,medium,synthetic_template_v4,test
31460,generated_mix,time_activity,bay_gio toi dang xem,Bây giờ tôi đang xem.,medium,synthetic_template_v4,test
31461,quantity,need_quantity,ong can bon nuoc_cam,Ông cần bốn nước cam.,medium,synthetic_template_v4,test
31462,generated_mix,time_activity,thu_bay ban dang hoc_bai,Thứ bảy bạn đang học bài.,medium,synthetic_template_v4,test
31463,need,not_want,co khong muon dia_chi,Cô không muốn địa chỉ.,medium,synthetic_template_v4,test
31464,generated_health,time_symptom,thu_sau nguoi_khiem_thinh bi sot,Thứ sáu người khiếm thính bị sốt.,medium,synthetic_template_v4,test
31465,time_activity,time_doing,ngay_mai ban xem,Ngày mai bạn xem.,medium,synthetic_template_v4,test
31466,quantity,want_quantity,toi muon bay dien_thoai,Tôi muốn bảy điện thoại.,medium,synthetic_template_v4,test
31467,quantity,want_quantity,toi muon ba_muoi dien_thoai,Tôi muốn ba mươi điện thoại.,medium,synthetic_template_v4,test
31468,shopping,buy,toi muon mua com,Tôi muốn mua cơm.,simple,synthetic_template_v4,test
31469,complex_need,want_food_place,ban muon chao o sieu_thi,Bạn muốn cháo ở siêu thị.,complex,synthetic_template_v4,test
31470,generated_mix,time_activity,mua_he thay_giao dang doc_sach,Mùa hè thầy giáo đang đọc sách.,medium,synthetic_template_v4,test
31471,generated_health,time_symptom,thu_ba benh_nhan bi di_ung,Thứ ba bệnh nhân bị dị ứng.,medium,synthetic_template_v4,test
31472,daily_activity,doing,chi dang tam,Chị đang tắm.,simple,synthetic_template_v4,test
31473,quantity,want_quantity,toi muon bay nuoc_cam,Tôi muốn bảy nước cam.,medium,synthetic_template_v4,test
31474,quantity,want_quantity,bo muon nam chao,Bố muốn năm cháo.,medium,synthetic_template_v4,test
31475,generated_mix,want_need_like,ong thich nghi_ngoi,Ông thích nghỉ ngơi.,simple,synthetic_template_v4,test
31476,generated_mix,time_activity,thu_ba bo dang rua_tay,Thứ ba bố đang rửa tay.,medium,synthetic_template_v4,test
31477,description,object_color,dong_ho mau_do,Đồng hồ màu đỏ.,simple,synthetic_template_v4,test
31478,time_activity,time_doing,buoi_chieu ba viet,Buổi chiều bà viết.,medium,synthetic_template_v4,test
31479,generated_mix,time_activity,thu_ba thay_giao dang rua_tay,Thứ ba thầy giáo đang rửa tay.,medium,synthetic_template_v4,test
31480,generated_emergency,emergency,con_gai bi dau nen can goi_bac_si,Con gái bị đau nên cần gọi bác sĩ.,complex,synthetic_template_v4,test
31481,generated_mix,time_activity,thu_ba me dang lam_bai_tap,Thứ ba mẹ đang làm bài tập.,medium,synthetic_template_v4,test
31482,object_action,lost_object,toi mat mu,Tôi mất mũ.,medium,synthetic_template_v4,test
31483,complex_health,symptom_need,bo bi dau_bung nen can thuoc,Bố bị đau bụng nên cần thuốc.,complex,synthetic_template_v4,test
31484,time_activity,time_doing,thu_tu toi an,Thứ tư tôi ăn.,medium,synthetic_template_v4,test
31485,daily_activity,doing,chi dang hoc_bai,Chị đang học bài.,simple,synthetic_template_v4,test
31486,time_activity,time_doing,toi_nay co nghi,Tối nay cô nghỉ.,medium,synthetic_template_v4,test
31487,complex_schedule,time_go_place,thu_hai anh se di benh_vien,Thứ hai anh sẽ đi bệnh viện.,complex,synthetic_template_v4,test
31488,time_activity,time_doing,hom_qua co_giao xem,Hôm qua cô giáo xem.,medium,synthetic_template_v4,test
31489,description,object_color,quan mau_xanh,Quần màu xanh.,simple,synthetic_template_v4,test
31490,generated_mix,want_need_like,thay_giao thich cua,Thầy giáo thích cửa.,simple,synthetic_template_v4,test
31491,generated_mix,want_need_like,co_giao muon sach,Cô giáo muốn sách.,simple,synthetic_template_v4,test
31492,generated_mix,time_activity,chu_nhat co dang nau_an,Chủ nhật cô đang nấu ăn.,medium,synthetic_template_v4,test
31493,need,want,me muon dien_thoai,Mẹ muốn điện thoại.,simple,synthetic_template_v4,test
31494,generated_mix,time_activity,thu_tu em dang chay,Thứ tư em đang chạy.,medium,synthetic_template_v4,test
31495,generated_mix,place,co_giao den cong_vien,Cô giáo đến công viên.,simple,synthetic_template_v4,test
31496,generated_mix,time_activity,mua_dong ong dang di_hoc,Mùa đông ông đang đi học.,medium,synthetic_template_v4,test
31497,generated_mix,time_activity,nam ba dang choi,Năm bà đang chơi.,medium,synthetic_template_v4,test
31498,generated_mix,time_activity,hom_qua ba dang tam,Hôm qua bà đang tắm.,medium,synthetic_template_v4,test
31499,generated_mix,place,chung_toi o giuong,Chúng tôi ở giường.,simple,synthetic_template_v4,test
31500,generated_health,time_symptom,buoi_chieu bo bi dau_hong,Buổi chiều bố bị đau họng.,medium,synthetic_template_v4,test
31501,complex_schedule,time_go_place,toi_nay bo se di nha,Tối nay bố sẽ đi nhà.,complex,synthetic_template_v4,test
31502,generated_mix,time_activity,chu_nhat anh dang nau_an,Chủ nhật anh đang nấu ăn.,medium,synthetic_template_v4,test
31503,generated_mix,time_activity,nam bo dang xem,Năm bố đang xem.,medium,synthetic_template_v4,test
31504,quantity,want_quantity,ban muon chin com,Bạn muốn chín cơm.,medium,synthetic_template_v4,test
31505,family,person_location,con_trai o truong,Con trai ở trường.,simple,synthetic_template_v4,test
31506,confirmation,already_done,ba da rua_tay,Bà đã rửa tay.,simple,synthetic_template_v4,test
31507,generated_health,time_symptom,thang co bi dau_lung,Tháng cô bị đau lưng.,medium,synthetic_template_v4,test
31508,generated_mix,time_activity,hom_qua chi dang nau_an,Hôm qua chị đang nấu ăn.,medium,synthetic_template_v4,test
31509,quantity,want_quantity,ban muon sau nuoc,Bạn muốn sáu nước.,medium,synthetic_template_v4,test
31510,quantity,need_quantity,bo can tam may_tinh,Bố cần tám máy tính.,medium,synthetic_template_v4,test
31511,generated_mix,time_activity,mua_he anh dang di_cho,Mùa hè anh đang đi chợ.,medium,synthetic_template_v4,test
31512,complex_schedule,time_go_place,ngay_mai bo se di benh_vien,Ngày mai bố sẽ đi bệnh viện.,complex,synthetic_template_v4,test
31513,generated_mix,want_need_like,nguoi_khiem_thinh can o,Người khiếm thính cần ô.,simple,synthetic_template_v4,test
31514,quantity,need_quantity,ong can mot_tram nuoc_cam,Ông cần một trăm nước cam.,medium,synthetic_template_v4,test
31515,daily_activity,doing,thay_giao dang giat_do,Thầy giáo đang giặt đồ.,simple,synthetic_template_v4,test
31516,generated_health,time_symptom,thu_bay toi bi di_ung,Thứ bảy tôi bị dị ứng.,medium,synthetic_template_v4,test
31517,generated_mix,time_activity,hom_qua co dang an,Hôm qua cô đang ăn.,medium,synthetic_template_v4,test
31518,question,ask_quantity,em can bao_nhieu noi_com_dien,Em cần bao nhiêu nồi cơm điện?,medium,synthetic_template_v4,test
31519,quantity,need_quantity,ong can ba_muoi banh_mi,Ông cần ba mươi bánh mì.,medium,synthetic_template_v4,test
31520,generated_mix,time_activity,thu_hai con_gai dang hoc_bai,Thứ hai con gái đang học bài.,medium,synthetic_template_v4,test
31521,generated_mix,time_activity,mua_dong chung_toi dang lam_bai_tap,Mùa đông chúng tôi đang làm bài tập.,medium,synthetic_template_v4,test
31522,generated_family,help_someone,nguoi_than can nghi_ngoi,Người thân cần nghỉ ngơi.,medium,synthetic_template_v4,test
31523,generated_mix,time_activity,mua_he co dang xem,Mùa hè cô đang xem.,medium,synthetic_template_v4,test
31524,quantity,want_quantity,ban muon nam pho,Bạn muốn năm phở.,medium,synthetic_template_v4,test
31525,command,polite_give,vui_long dua di_benh_vien cho toi,Vui lòng đưa đi bệnh viện cho tôi.,medium,synthetic_template_v4,test
31526,generated_mix,time_activity,bay_gio chung_toi dang lam_bai_tap,Bây giờ chúng tôi đang làm bài tập.,medium,synthetic_template_v4,test
31527,time_activity,time_doing,toi_nay chi an,Tối nay chị ăn.,medium,synthetic_template_v4,test
31528,generated_mix,time_activity,toi_nay ba dang nghi,Tối nay bà đang nghỉ.,medium,synthetic_template_v4,test
31529,generated_mix,place,nguoi_khiem_thinh o nha_bep,Người khiếm thính ở nhà bếp.,simple,synthetic_template_v4,test
31530,generated_mix,want_need_like,con_gai muon sach,Con gái muốn sách.,simple,synthetic_template_v4,test
31531,generated_emergency,emergency,bo bi dau nen can goi_bac_si,Bố bị đau nên cần gọi bác sĩ.,complex,synthetic_template_v4,test
31532,generated_mix,time_activity,thang nguoi_khiem_thinh dang nghi,Tháng người khiếm thính đang nghỉ.,medium,synthetic_template_v4,test
31533,generated_mix,want_need_like,co_giao thich di_nha_ve_sinh,Cô giáo thích đi nhà vệ sinh.,simple,synthetic_template_v4,test
31534,generated_mix,time_activity,buoi_toi anh dang ngu,Buổi tối anh đang ngủ.,medium,synthetic_template_v4,test
31535,generated_mix,time_activity,buoi_toi con_gai dang ngu,Buổi tối con gái đang ngủ.,medium,synthetic_template_v4,test
31536,complex_health,symptom_need,me bi dau_chan nen can nuoc,Mẹ bị đau chân nên cần nước.,complex,synthetic_template_v4,test
31537,generated_mix,time_activity,thu_nam chi dang uong,Thứ năm chị đang uống.,medium,synthetic_template_v4,test
31538,object_action,need_object,ong can giuong,Ông cần giường.,simple,synthetic_template_v4,test
31539,complex_need,want_food_place,bo muon sua o nha,Bố muốn sữa ở nhà.,complex,synthetic_template_v4,test
31540,description,object_adj,quan nong,Quần nóng.,simple,synthetic_template_v4,test
31541,generated_mix,time_activity,thu_tu bo dang xem,Thứ tư bố đang xem.,medium,synthetic_template_v4,test
31542,object_action,lost_object,ba mat ghe,Bà mất ghế.,medium,synthetic_template_v4,test
31543,location,at_place,thay_giao o ben_xe,Thầy giáo ở bến xe.,simple,synthetic_template_v4,test
31544,generated_health,time_symptom,hom_qua toi bi chong_mat,Hôm qua tôi bị chóng mặt.,medium,synthetic_template_v4,test
31545,quantity,want_quantity,toi muon hai_muoi com,Tôi muốn hai mươi cơm.,medium,synthetic_template_v4,test
31546,generated_health,time_symptom,hom_nay chung_toi bi dau_bung,Hôm nay chúng tôi bị đau bụng.,medium,synthetic_template_v4,test
31547,generated_mix,time_activity,buoi_trua toi dang chay,Buổi trưa tôi đang chạy.,medium,synthetic_template_v4,test
31548,health,need_doctor,toi bi sot can goi_bac_si,"Tôi bị sốt, cần gọi bác sĩ.",complex,synthetic_template_v4,test
31549,generated_mix,time_activity,ngay_mai bo dang doc_sach,Ngày mai bố đang đọc sách.,medium,synthetic_template_v4,test
31550,daily_activity,doing,co dang nau_an,Cô đang nấu ăn.,simple,synthetic_template_v4,test
31551,time_activity,time_doing,hom_qua em hoc_bai,Hôm qua em học bài.,medium,synthetic_template_v4,test
31552,generated_health,time_symptom,nam ban bi ho,Năm bạn bị ho.,medium,synthetic_template_v4,test
